Unnamed: 0,ID,Student_ID,First_Name,Last_Name,Email,Major,Skills,Salary,Title,Industry,GPA,City,Graduated,Number_of_Skills
977719667,sdv-pii-fr1oj,sdv-pii-nxrds,Erica,Robinson,fgarcia@example.com,Bachelor of Science in Data Analytics,sdv-pii-r5bar,0,Computer Vision Engineer,Energy and Utilities,3.94,Mcfarlandfort,False,40
281819054,sdv-pii-9txru,sdv-pii-x3m4r,John,Owens,wtaylor@example.org,Bachelor of Science in Data Analytics,sdv-pii-jf6l0,1914,Operations Analyst,Marketing and Advertising,2.91,Coryview,False,39
978926041,sdv-pii-te0z6,sdv-pii-nsx1s,Charles,Brown,miguelmorrison@example.com,Bachelor of Science in Data Analytics,sdv-pii-noow3,0,Computer Vision Engineer,Healthcare and Biotechnology,3.15,Janeport,True,35
650829158,sdv-pii-05zrz,sdv-pii-ta24e,Samuel,Moore,imiller@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-0wo4x,66138,AI Data Scientist,Technology and Software Development,2.01,Haleburgh,False,34
36510090,sdv-pii-ec3lf,sdv-pii-qctu2,Andrew,Holloway,chadbrown@example.com,Bachelor of Science in Data Analytics,sdv-pii-sagd7,101966,Marketing Analyst,Healthcare and Biotechnology,3.67,Scottbury,True,36
351355835,sdv-pii-h69kj,sdv-pii-it1fq,Tyler,Peterson,dominique60@example.com,Bachelor of Science in Data Analytics,sdv-pii-1ivkf,91984,Computer Vision Engineer,Technology and Software Development,3.77,Russotown,True,34
785003559,sdv-pii-k60d5,sdv-pii-z6bce,Gary,Day,robertharper@example.com,Bachelor of Science in Data Analytics,sdv-pii-5x1c8,0,AI Engineer,Government and Public Sector,3.56,Meghanberg,True,33
607986693,sdv-pii-au0gm,sdv-pii-sgrmg,Anthony,Hall,elizabeth57@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-i24qo,0,Business Intelligence Analyst,Energy and Utilities,3.54,Letown,True,32
304550183,sdv-pii-14pwz,sdv-pii-001c8,Michael,Brown,derrickdouglas@example.org,Bachelor of Science in Data Analytics,sdv-pii-xw0zm,0,Marketing Analyst,Energy and Utilities,2.05,North Kristy,True,40
385317060,sdv-pii-cjr0r,sdv-pii-ick7j,Brandi,Morris,grahamsamuel@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-5x50y,0,Operations Analyst,Technology and Software Development,4.0,West Jacquelinefurt,False,33
869645916,sdv-pii-rq0mv,sdv-pii-iolmp,Sean,Gonzales,uwood@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-sgm1j,68406,Machine Learning Engineer,Automotive and Transportation,3.56,Richardburgh,True,40
888200332,sdv-pii-gwucg,sdv-pii-ja1pc,Donna,Jones,hhester@example.net,Bachelor of Science in Data Analytics,sdv-pii-dheis,109903,Data Scientist,Healthcare and Biotechnology,3.87,West Nicholas,True,40
810445016,sdv-pii-l7aub,sdv-pii-3xj7u,Lisa,Mccoy,mcdanielroy@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-ck8fz,0,AI Engineer,Automotive and Transportation,3.33,West Zacharychester,False,40
285868873,sdv-pii-sdbwl,sdv-pii-46knq,Megan,Moore,toni32@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-snu0w,58525,Marketing Analyst,Technology and Software Development,2.9,East Sherry,False,40
389133029,sdv-pii-etdcc,sdv-pii-hsdhw,Rachel,Bryant,crivera@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-fo92h,343,Data Analyst,Marketing and Advertising,2.58,West Jenniferfort,True,36
876113905,sdv-pii-b6pm4,sdv-pii-azqml,Timothy,Williams,vernon70@example.net,Bachelor of Science in Data Analytics,sdv-pii-ljuvf,1345,Operations Analyst,Retail and E-commerce,2.96,New Nicholas,True,40
116648061,sdv-pii-q0ny4,sdv-pii-55e6o,Brett,Ross,matthew78@example.net,Bachelor of Science in Data Analytics,sdv-pii-agarz,0,Operations Analyst,Marketing and Advertising,4.0,Hannahfurt,False,35
316647777,sdv-pii-4d3a7,sdv-pii-kb296,Katherine,Salazar,rbaker@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-22ac0,0,Robotics Engineer,Telecommunications,2.24,Lake Carlaside,False,34
939717197,sdv-pii-sg9zy,sdv-pii-ivmnv,Ronald,Rios,bryanthomas@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-ea83s,0,Data Analyst,Finance and Banking,3.98,Jacobfort,False,31
889159110,sdv-pii-m4xij,sdv-pii-lwdv0,Jesus,Boone,rjohnson@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-ortju,0,Machine Learning Engineer,Education and E-learning,3.32,Gallagherville,True,34
558615273,sdv-pii-pkfge,sdv-pii-d9pgm,Amy,Schwartz,edwardsdouglas@example.com,Bachelor of Science in Data Analytics,sdv-pii-qt682,80691,Robotics Engineer,Healthcare and Biotechnology,4.0,Michellemouth,True,34
949975820,sdv-pii-7htfe,sdv-pii-wpco9,Lisa,Molina,vbrown@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-7jtcg,0,Robotics Engineer,Education and E-learning,2.72,Wernerville,True,37
109390909,sdv-pii-uj25a,sdv-pii-quc8y,Kenneth,Long,iwilliams@example.com,Bachelor of Science in Data Analytics,sdv-pii-ftyld,0,Operations Analyst,Telecommunications,2.64,West Laura,False,30
670508331,sdv-pii-mqu5p,sdv-pii-snp9m,William,Peterson,michael71@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-457fb,1967,Data Scientist,Technology and Software Development,2.64,North Steven,False,38
61839326,sdv-pii-q58oq,sdv-pii-c5w59,Brianna,Peters,uking@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-sdih3,666,AI Engineer,Government and Public Sector,2.79,New Julie,False,32
767862308,sdv-pii-27yuc,sdv-pii-h55sj,Justin,Riggs,ariel31@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-2axf0,0,Data Scientist,Manufacturing and Supply Chain,3.92,Mackshire,False,33
718464770,sdv-pii-xd9yy,sdv-pii-hsyh0,Kelly,Wyatt,ashley51@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-7lhdc,0,Robotics Engineer,Finance and Banking,3.12,Theodoreland,True,38
171675456,sdv-pii-invnx,sdv-pii-smnts,Michael,Hicks,oanderson@example.com,Bachelor of Science in Data Analytics,sdv-pii-92p1n,0,Data Scientist,Manufacturing and Supply Chain,3.12,Lake Ryan,False,34
391017174,sdv-pii-quwkr,sdv-pii-ew92m,Laura,Shannon,qlarson@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-uqvgk,61590,Data Scientist,Marketing and Advertising,3.46,West Bryanmouth,True,35
145274778,sdv-pii-tgxvr,sdv-pii-hfp0h,Brian,Baldwin,kevinbrown@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-hcban,0,Computer Vision Engineer,Energy and Utilities,2.62,North Rachelshire,True,39
976213700,sdv-pii-zeon0,sdv-pii-hj7lj,Pamela,Jordan,jacob63@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-k5rsf,0,AI Engineer,Manufacturing and Supply Chain,3.2,Port Larry,False,40
253516893,sdv-pii-lpziw,sdv-pii-pvqzf,Maria,Dodson,reynoldsjennifer@example.net,Bachelor of Science in Data Analytics,sdv-pii-7igp7,647,Data Scientist,Finance and Banking,2.82,Kevinview,True,30
568394392,sdv-pii-apaso,sdv-pii-hl1zw,Tammy,Hall,richardsonoscar@example.org,Bachelor of Science in Data Analytics,sdv-pii-4i45n,0,Business Intelligence Analyst,Retail and E-commerce,3.19,North Michael,False,32
475447352,sdv-pii-2bxz0,sdv-pii-kdv5z,Shawn,Mcfarland,sethwilliams@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-x9f57,0,Machine Learning Engineer,Automotive and Transportation,3.0,Johnsonberg,False,40
420029422,sdv-pii-f36lk,sdv-pii-msu5z,Margaret,Logan,luke01@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-zuk6x,0,Robotics Engineer,Retail and E-commerce,3.61,East William,False,30
736111021,sdv-pii-saibs,sdv-pii-yeteh,Walter,Stokes,christian78@example.com,Bachelor of Science in Data Analytics,sdv-pii-gfz7c,0,Computer Vision Engineer,Healthcare and Biotechnology,3.34,Lake Shelleyburgh,False,32
827424810,sdv-pii-nmic1,sdv-pii-pzrdi,Sonia,Flores,onichols@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-93m3h,0,Computer Vision Engineer,Government and Public Sector,3.21,Karlmouth,True,35
245935836,sdv-pii-5zvmu,sdv-pii-s2v24,Joseph,Chavez,xsmith@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-pf9ci,89,Data Analyst,Education and E-learning,2.69,Kellyshire,False,40
653417957,sdv-pii-0uhru,sdv-pii-zuxgk,Misty,Carey,pparks@example.net,Bachelor of Science in Data Analytics,sdv-pii-ouaq4,2215,Machine Learning Engineer,Automotive and Transportation,2.81,Darleneview,True,37
127748851,sdv-pii-0jzeg,sdv-pii-cdj72,Tommy,Salinas,edwardsjohn@example.com,Bachelor of Science in Data Analytics,sdv-pii-2ypfk,275,AI Engineer,Healthcare and Biotechnology,3.65,Gibsonfurt,False,36
643905383,sdv-pii-ou8kw,sdv-pii-hezy7,Rachel,Zamora,dgarza@example.org,Bachelor of Science in Data Analytics,sdv-pii-f8wpn,0,AI Engineer,Government and Public Sector,2.88,Port Kevin,True,40
512912234,sdv-pii-aucje,sdv-pii-dxgld,Kathleen,Mann,jessica36@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-ac7n5,0,Operations Analyst,Manufacturing and Supply Chain,2.26,New Sarah,False,39
470551050,sdv-pii-hhlhl,sdv-pii-naygp,Gerald,Leblanc,churchkaren@example.org,Bachelor of Science in Data Analytics,sdv-pii-i0sz8,75015,AI Engineer,Finance and Banking,2.83,West Taratown,True,34
457823204,sdv-pii-x4uv2,sdv-pii-xb7dq,Tammy,Pacheco,rgallegos@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-g23ht,72065,Computer Vision Engineer,Marketing and Advertising,3.74,West Cathyburgh,False,34
666645917,sdv-pii-7bhqn,sdv-pii-0zib4,Nicole,Alexander,christopher53@example.org,Bachelor of Science in Data Analytics,sdv-pii-xg5tg,58797,Data Scientist,Retail and E-commerce,3.57,Combschester,False,31
778332772,sdv-pii-qhdo8,sdv-pii-kc999,Amanda,Sanchez,rcooper@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-7bvss,849,AI Engineer,Telecommunications,2.78,Robertport,False,40
384414165,sdv-pii-qofa9,sdv-pii-0s0rm,Danielle,Hardy,martha38@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-cjdvh,62354,Marketing Analyst,Healthcare and Biotechnology,3.16,Robertsside,False,40
453026912,sdv-pii-9qpsq,sdv-pii-hgelw,Jacob,Fuller,jacquelinejones@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-lh2ip,0,Machine Learning Engineer,Retail and E-commerce,3.7,Port Jasmineton,False,32
354252144,sdv-pii-zzj4x,sdv-pii-pt1eo,Peter,Black,cowanemily@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-queir,0,Marketing Analyst,Automotive and Transportation,2.95,East Linda,True,39
235565754,sdv-pii-ras6q,sdv-pii-hmd2n,Lindsay,Green,andrewjohnson@example.net,Bachelor of Science in Data Analytics,sdv-pii-mlvfr,67071,Data Scientist,Energy and Utilities,4.0,Brookeland,True,34
742024550,sdv-pii-02kn3,sdv-pii-ukog5,Todd,Reynolds,jessica82@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-x15fi,0,Robotics Engineer,Government and Public Sector,2.66,Stephanieview,False,37
789368797,sdv-pii-vp7js,sdv-pii-8oh5a,Donna,English,sarah59@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-ewh1l,0,AI Data Scientist,Manufacturing and Supply Chain,4.0,Lewisland,False,32
876673828,sdv-pii-7s1ml,sdv-pii-5eaxk,John,Vasquez,wyoung@example.com,Bachelor of Science in Data Analytics,sdv-pii-d5rpi,0,Machine Learning Engineer,Retail and E-commerce,3.69,Port Jamesshire,True,39
917401276,sdv-pii-07gtl,sdv-pii-04ea2,Madison,Carpenter,william99@example.org,Bachelor of Science in Data Analytics,sdv-pii-gce4i,54973,Data Analyst,Retail and E-commerce,3.24,Jasminefurt,False,38
545121776,sdv-pii-hof07,sdv-pii-5g2uu,Omar,Johnson,ipayne@example.org,Bachelor of Science in Data Analytics,sdv-pii-n1717,0,Computer Vision Engineer,Automotive and Transportation,2.48,East Elizabethmouth,False,36
203660282,sdv-pii-gzi8w,sdv-pii-oxu2g,Courtney,Robinson,melinda26@example.com,Bachelor of Science in Data Analytics,sdv-pii-bx935,0,Data Scientist,Education and E-learning,2.68,Frederickhaven,False,40
892305092,sdv-pii-tpyfj,sdv-pii-vc23l,Elizabeth,Meza,nicolegalloway@example.com,Bachelor of Science in Data Analytics,sdv-pii-n25kt,0,Computer Vision Engineer,Manufacturing and Supply Chain,3.27,Lake Kurt,True,40
506711651,sdv-pii-rmjke,sdv-pii-ime50,Patrick,Hayes,dtran@example.org,Bachelor of Science in Data Analytics,sdv-pii-wnykl,46821,Robotics Engineer,Manufacturing and Supply Chain,2.63,North Michaelside,True,37
149119426,sdv-pii-3n3ku,sdv-pii-355gj,Maria,Johnson,hkeller@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-f4bos,64418,Robotics Engineer,Government and Public Sector,3.18,Robinsonberg,True,40
446718494,sdv-pii-lsg7d,sdv-pii-i5a8c,Sandra,Jenkins,gmoran@example.net,Bachelor of Science in Data Analytics,sdv-pii-r1hz0,0,AI Data Scientist,Energy and Utilities,3.47,Sherritown,True,40
364301740,sdv-pii-abxmz,sdv-pii-0c802,Derek,Franklin,erin83@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-3xr81,65262,Data Analyst,Telecommunications,3.54,North Michael,True,39
605551099,sdv-pii-mq9fu,sdv-pii-bmrmb,Crystal,Gilmore,uellis@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-j8jx9,75798,Operations Analyst,Healthcare and Biotechnology,3.75,Haletown,True,34
325376864,sdv-pii-vjf4u,sdv-pii-fm0v6,Henry,Peck,janetolsen@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-gimx5,49775,Computer Vision Engineer,Retail and E-commerce,2.39,North Josephville,True,34
53749364,sdv-pii-6rv75,sdv-pii-qytmb,Joe,Baker,wphillips@example.com,Bachelor of Science in Data Analytics,sdv-pii-jlghb,0,Data Scientist,Automotive and Transportation,3.43,West Jamesburgh,False,32
536042595,sdv-pii-x9lfq,sdv-pii-2s89d,Darren,Leblanc,jamesstark@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-a3v6o,0,Operations Analyst,Healthcare and Biotechnology,2.77,Cynthiashire,True,40
821200600,sdv-pii-4l1sn,sdv-pii-u4wcc,Erica,Thompson,dawn03@example.net,Bachelor of Science in Data Analytics,sdv-pii-p9gdv,76687,Data Scientist,Healthcare and Biotechnology,3.69,Port Carl,True,34
159162368,sdv-pii-r2p5b,sdv-pii-56dgm,Nicole,Smith,sanchezkaren@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-xbjgg,0,AI Data Scientist,Energy and Utilities,3.63,North Robinburgh,False,35
295748028,sdv-pii-7b4wh,sdv-pii-00y6k,Anthony,Williams,christopherbartlett@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-jecnk,0,Marketing Analyst,Finance and Banking,3.44,Bennettfurt,False,40
201994230,sdv-pii-lu4vj,sdv-pii-2j65m,Brandon,Lawson,palmerjames@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-rnlod,47854,Machine Learning Engineer,Energy and Utilities,4.0,North Melaniemouth,False,39
398232197,sdv-pii-rrskp,sdv-pii-d1opb,Leslie,Hawkins,bartonandrea@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-9xmsn,0,Computer Vision Engineer,Finance and Banking,2.41,North Amberville,True,36
885953046,sdv-pii-31ols,sdv-pii-q140q,Phillip,Thomas,henrysmith@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-viugn,0,Data Analyst,Healthcare and Biotechnology,3.78,Anthonyberg,True,38
30165723,sdv-pii-tsyo1,sdv-pii-1u6d9,Brandy,Brown,jefferymartin@example.com,Bachelor of Science in Data Analytics,sdv-pii-xc8kq,0,Marketing Analyst,Manufacturing and Supply Chain,2.41,Harrisonfort,True,40
686069380,sdv-pii-hzkxc,sdv-pii-w5zwk,Gerald,Lee,hmoore@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-yk8ud,0,Data Scientist,Healthcare and Biotechnology,2.88,Fullerbury,False,38
476919903,sdv-pii-b8f69,sdv-pii-w6bda,Sandy,Berry,ashley97@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-tum18,0,Computer Vision Engineer,Manufacturing and Supply Chain,3.77,East Shawnhaven,False,33
54982652,sdv-pii-z14f8,sdv-pii-zd1c9,Natalie,Maldonado,bsmall@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-ijd55,109903,Data Scientist,Healthcare and Biotechnology,2.8,Leslieview,True,40
535465578,sdv-pii-bn8lc,sdv-pii-qtxbn,Vincent,Acevedo,isaiah32@example.org,Bachelor of Science in Data Analytics,sdv-pii-3kyb8,71078,Data Scientist,Healthcare and Biotechnology,3.38,Port Melodyside,False,40
102407839,sdv-pii-1mkap,sdv-pii-j73bu,Suzanne,Peters,deansalazar@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-5tllg,109903,Robotics Engineer,Energy and Utilities,3.06,Angelaview,True,40
624177899,sdv-pii-3n5l0,sdv-pii-tw66j,Emily,Shaw,greenrobert@example.net,Bachelor of Science in Data Analytics,sdv-pii-jm78k,63180,Marketing Analyst,Healthcare and Biotechnology,2.9,Jessicahaven,False,38
162483764,sdv-pii-i7fv9,sdv-pii-88ju9,John,Cruz,smithmanuel@example.net,Bachelor of Science in Data Analytics,sdv-pii-t00yj,3396,Business Intelligence Analyst,Finance and Banking,2.9,South Phyllisstad,False,40
965481361,sdv-pii-aar63,sdv-pii-my6v7,Johnathan,Clay,tonyabailey@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-axx0l,0,Data Analyst,Government and Public Sector,3.29,North Ashleyborough,False,35
562234752,sdv-pii-m85pn,sdv-pii-ewu6j,Jason,Kim,ustevens@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-dj0yk,0,Operations Analyst,Government and Public Sector,4.0,North Pamela,True,40
699523345,sdv-pii-8ug6e,sdv-pii-zya45,Jennifer,Barry,larryschmitt@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-9clu9,753,Computer Vision Engineer,Government and Public Sector,2.97,Perezfort,False,39
218221189,sdv-pii-gsa4f,sdv-pii-m280s,Wendy,Green,sloankeith@example.com,Bachelor of Science in Data Analytics,sdv-pii-ad6ef,0,Marketing Analyst,Technology and Software Development,4.0,West Jorge,False,39
633356090,sdv-pii-meptf,sdv-pii-wf37q,Madison,Edwards,heathjacqueline@example.com,Bachelor of Science in Data Analytics,sdv-pii-f2me5,0,Marketing Analyst,Technology and Software Development,2.75,East Gregoryfurt,False,40
891321491,sdv-pii-g631g,sdv-pii-76fuv,Leslie,Riley,abrown@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-uszjv,0,Data Analyst,Finance and Banking,3.37,North Benjamin,True,31
12415203,sdv-pii-t8zwi,sdv-pii-ex8v9,Frank,Clark,marymonroe@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-zf4f9,72529,Machine Learning Engineer,Manufacturing and Supply Chain,2.82,Harrisside,True,35
618982598,sdv-pii-3omav,sdv-pii-juqiq,Willie,Hendrix,christopher65@example.org,Bachelor of Science in Data Analytics,sdv-pii-1k3b6,0,Machine Learning Engineer,Government and Public Sector,3.91,Stephaniehaven,False,37
968203103,sdv-pii-xd3md,sdv-pii-qe03l,Jo,Vazquez,jesus11@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-fn45e,0,AI Data Scientist,Healthcare and Biotechnology,3.86,Debraton,False,32
682732795,sdv-pii-29xc3,sdv-pii-7en6n,Thomas,Horn,karen19@example.com,Bachelor of Science in Data Analytics,sdv-pii-ls38w,0,Machine Learning Engineer,Manufacturing and Supply Chain,2.89,Juanburgh,True,33
943696705,sdv-pii-stqet,sdv-pii-cm4im,Patricia,Williams,rodriguezbryan@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-rjj6w,0,Robotics Engineer,Education and E-learning,3.21,Lake Tashabury,False,35
919764583,sdv-pii-bw9yy,sdv-pii-ws8rb,Michael,Cross,sanchezkatherine@example.com,Bachelor of Science in Data Analytics,sdv-pii-8ises,0,Data Scientist,Marketing and Advertising,3.11,Ortegachester,False,32
571086225,sdv-pii-dly2r,sdv-pii-gwwh3,Greg,Romero,hammondjason@example.org,Bachelor of Science in Data Analytics,sdv-pii-zsuql,84564,Machine Learning Engineer,Retail and E-commerce,2.36,Lake Tonya,False,37
474506911,sdv-pii-iow92,sdv-pii-577ll,Brian,Washington,gonzalesmark@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-m8bvt,0,AI Data Scientist,Finance and Banking,4.0,Alvarezport,False,34
441048784,sdv-pii-icp62,sdv-pii-1zros,James,Johnson,edwinray@example.org,Bachelor of Science in Data Analytics,sdv-pii-txklz,0,Robotics Engineer,Telecommunications,2.32,Cooperbury,False,30
646572141,sdv-pii-1vq3j,sdv-pii-wsono,David,Scott,eileenboone@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-5arb8,0,Data Scientist,Telecommunications,3.32,Lawsontown,False,40
781967805,sdv-pii-tebg8,sdv-pii-uzddt,William,Brown,hernandezbridget@example.com,Bachelor of Science in Data Analytics,sdv-pii-llnff,72894,Machine Learning Engineer,Automotive and Transportation,2.51,North Laurashire,True,40
403827098,sdv-pii-iknaq,sdv-pii-6c2p2,Lynn,Townsend,michael08@example.org,Bachelor of Science in Data Analytics,sdv-pii-3w26f,46473,AI Engineer,Technology and Software Development,4.0,East Anthony,False,40
134176500,sdv-pii-qub0i,sdv-pii-1kyxs,Karen,Pacheco,jthomas@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-zcz0r,0,Business Intelligence Analyst,Manufacturing and Supply Chain,3.03,Coxberg,True,36
527644547,sdv-pii-xomjp,sdv-pii-5qowl,Raymond,Robinson,diazbarbara@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-j2drx,0,Data Scientist,Government and Public Sector,3.19,South Emilyshire,True,40
961670628,sdv-pii-stkhw,sdv-pii-np8oz,Rebecca,Miller,dmcgrath@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-qkch4,0,AI Data Scientist,Education and E-learning,3.66,Port Stephen,False,32
216436145,sdv-pii-tfgtk,sdv-pii-cimxt,Donna,Cochran,campostracy@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-vvzdn,0,AI Engineer,Telecommunications,3.79,South Alexandra,True,34
161253674,sdv-pii-l26bi,sdv-pii-slpa0,Cody,Martinez,estradajohn@example.com,Bachelor of Science in Data Analytics,sdv-pii-smlb5,0,Marketing Analyst,Finance and Banking,2.76,West Frankton,True,32
959143943,sdv-pii-kndj3,sdv-pii-331wq,Christine,Lopez,smithjohn@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-l7zd7,0,AI Engineer,Energy and Utilities,4.0,West Robertmouth,True,40
387500642,sdv-pii-ggi3u,sdv-pii-195k8,Carlos,Henderson,hermanrita@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-lpfbc,65756,Marketing Analyst,Technology and Software Development,3.62,North Robert,False,34
658076537,sdv-pii-g8afo,sdv-pii-utpsn,John,Santana,kaylamorris@example.org,Bachelor of Science in Data Analytics,sdv-pii-kdqnr,0,Robotics Engineer,Telecommunications,3.43,New Josephport,True,33
64318808,sdv-pii-pi3qc,sdv-pii-4n36d,Kathy,Mckee,kwilliamson@example.com,Bachelor of Science in Data Analytics,sdv-pii-2c5x3,0,Marketing Analyst,Government and Public Sector,2.77,Jamesmouth,True,40
735022638,sdv-pii-dylyd,sdv-pii-jgwa3,Richard,Smith,uosborn@example.com,Bachelor of Science in Data Analytics,sdv-pii-ugobf,56520,AI Data Scientist,Healthcare and Biotechnology,3.64,Rhodesmouth,False,36
778741059,sdv-pii-zbz51,sdv-pii-6t4wc,Brittany,Baker,smithmichael@example.org,Bachelor of Science in Data Analytics,sdv-pii-4f77o,84864,Marketing Analyst,Retail and E-commerce,3.18,East Angelaport,True,40
9010052,sdv-pii-kyc00,sdv-pii-y9fwc,Holly,Smith,kduke@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-mcnwh,61077,Computer Vision Engineer,Energy and Utilities,3.42,Lake Jordanhaven,False,40
407391538,sdv-pii-hcfsc,sdv-pii-0t6fo,Timothy,Hall,ywilliams@example.org,Bachelor of Science in Data Analytics,sdv-pii-kqarm,98229,Computer Vision Engineer,Telecommunications,2.93,Pottschester,True,33
541351564,sdv-pii-cyswp,sdv-pii-fi58s,Mario,Walker,hferguson@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-8i2xs,4666,Computer Vision Engineer,Automotive and Transportation,4.0,Colleenburgh,True,39
504519622,sdv-pii-q4v5b,sdv-pii-vqy23,Mike,Stevenson,lauriereid@example.net,Bachelor of Science in Data Analytics,sdv-pii-jm09i,95311,Business Intelligence Analyst,Retail and E-commerce,3.16,New Jeremiah,True,35
149848235,sdv-pii-md4d9,sdv-pii-tpdbe,Michelle,Dean,cameronpham@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-j8ej7,0,Operations Analyst,Education and E-learning,3.42,Philipfurt,True,40
413089227,sdv-pii-n0pvl,sdv-pii-x47hx,Michael,Mckinney,wernerbrian@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-a0a3b,64490,Business Intelligence Analyst,Marketing and Advertising,3.62,South Deborahshire,False,32
319511545,sdv-pii-1tdqg,sdv-pii-9ked4,Jonathon,Davis,castillojose@example.com,Bachelor of Science in Data Analytics,sdv-pii-1hgip,3052,AI Engineer,Technology and Software Development,2.96,Allenmouth,True,40
348088664,sdv-pii-cyne8,sdv-pii-j286y,Sydney,Martinez,meganjames@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-7wva9,0,Machine Learning Engineer,Healthcare and Biotechnology,3.89,East Sarah,False,34
665278140,sdv-pii-r1myq,sdv-pii-ivhjp,Gary,Andersen,rileynicholson@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-gedi0,44119,Machine Learning Engineer,Telecommunications,4.0,West Courtneyberg,False,36
88994679,sdv-pii-hd235,sdv-pii-fgd22,Anthony,Tran,clifford20@example.org,Bachelor of Science in Data Analytics,sdv-pii-payb9,673,AI Engineer,Marketing and Advertising,2.31,South Staceyport,False,30
776096497,sdv-pii-odwae,sdv-pii-r77tk,Laura,Valenzuela,ccook@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-4s25v,0,AI Engineer,Government and Public Sector,2.36,Elizabethville,False,31
164137666,sdv-pii-tlmou,sdv-pii-4fnu1,Jordan,Moss,steve01@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-la3uw,0,AI Data Scientist,Healthcare and Biotechnology,3.12,East Joe,False,39
