Student_ID,First_Name,Last_Name,Email,Major,Title,Number_of_Skills,Salary,Salary_Range,GPA,GPA_Range,Graduated,Skills_Tokenized
782523495,Christina,Fields,Christina.Fields000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,14,30000,High,2.85,Low,FALSE,"['Leadership', 'Natural Language Processing (NLP)', 'API Development', 'Critical Thinking', 'Model Training and Evaluation', 'Presentation Skills', 'Machine Learning Algorithms', 'Attention to Detail', 'Creativity', 'Database Management', 'IoT Integration', 'Adaptability', 'Project Management', 'Algorithm Development']"
925978663,Colton,Pratt,Colton.Pratt000@mymdc.net,Data Analytics,Operations Analyst,30,75223,Medium,2.93,Low,TRUE,"['Data-Driven Decision Making', 'Critical Thinking', 'Natural Language Processing (NLP)', 'Ethical Considerations', 'Model Training and Evaluation', 'Data Engineering', 'Big Data Technologies', 'Project Management', 'API Development', 'Leadership', 'Adaptability', 'Software Engineering Principles', 'Communication', 'AI Frameworks and Libraries', 'Database Management', 'IoT Integration', 'Programming Languages', 'Data Preprocessing', 'Market Analysis', 'Data Visualization', 'Edge Computing', 'Business Acumen', 'Attention to Detail', 'Cloud Computing', 'Programming', 'ETL Processes', 'Computer Vision', 'Creativity', 'Deep Learning', 'Problem-Solving']"
273213747,Brittany,Sanchez,Brittany.Sanchez000@mymdc.net,Data Analytics,Data Analyst,5,87214,High,2.63,Low,TRUE,"['Robotics', 'Data-Driven Decision Making', 'Data Engineering', 'Natural Language Processing (NLP)', 'Business Acumen']"
857253409,Taylor,Mcguire,Taylor.Mcguire000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,20,30000,High,2.92,Low,FALSE,"['API Development', 'Adaptability', 'Data Engineering', 'IoT Integration', 'Business Acumen', 'Data Preprocessing', 'Collaboration', 'Deep Learning', 'Machine Learning Algorithms', 'AI Ethics and Governance', 'Data Analysis', 'ETL Processes', 'Software Engineering Principles', 'Computer Vision', 'AI Frameworks and Libraries', 'Attention to Detail', 'Curiosity', 'Edge Computing', 'DevOps', 'Data Visualization']"
235715039,Tracy,Bullock,Tracy.Bullock000@mymdc.net,Data Analytics,Data Analyst,3,72090,Medium,2.24,Very Low,TRUE,"['Ethical Considerations', 'DevOps', 'Model Training and Evaluation']"
117607965,Joshua,Henderson,Joshua.Henderson000@mymdc.net,Data Analytics,Operations Analyst,9,69566,Medium,2.14,Very Low,TRUE,"['Communication', 'Algorithm Development', 'API Development', 'Business Acumen', 'Project Management', 'Robotics', 'Problem-Solving', 'AI Frameworks and Libraries', 'Data Engineering']"
718497026,Michael,Maxwell,Michael.Maxwell000@mymdc.net,Data Analytics,Data Scientist,7,30000,High,2.05,Very Low,FALSE,"['Algorithm Development', 'IoT Integration', 'Project Management', 'ETL Processes', 'Cloud Computing', 'Programming', 'Creativity']"
767259959,Chelsey,Wells,Chelsey.Wells000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,38,83061,High,2.14,Very Low,TRUE,"['Critical Thinking', 'DevOps', 'Ethical Considerations', 'Problem-Solving', 'Collaboration', 'IoT Integration', 'Database Management', 'Natural Language Processing (NLP)', 'Computer Vision', 'Software Engineering Principles', 'Communication', 'ETL Processes', 'Adaptability', 'Big Data Technologies', 'API Development', 'Data Engineering', 'Programming Languages', 'Business Acumen', 'Edge Computing', 'Project Management', 'Machine Learning Algorithms', 'AI Frameworks and Libraries', 'Cloud Computing', 'AI Ethics and Governance', 'Programming', 'Attention to Detail', 'Deep Learning', 'Market Analysis', 'Robotics', 'Curiosity', 'Model Training and Evaluation', 'Data-Driven Decision Making', 'Leadership', 'Data Analysis', 'Creativity', 'Algorithm Development', 'Presentation Skills', 'Data Preprocessing']"
636669878,Vanessa,Calderon,Vanessa.Calderon000@mymdc.net,Data Analytics,Marketing Analyst,35,30000,High,2.98,Low,FALSE,"['Business Acumen', 'Data Analysis', 'DevOps', 'Programming Languages', 'Project Management', 'Robotics', 'Model Training and Evaluation', 'AI Ethics and Governance', 'AI Frameworks and Libraries', 'Problem-Solving', 'Natural Language Processing (NLP)', 'Deep Learning', 'Edge Computing', 'Leadership', 'Data Preprocessing', 'Adaptability', 'Ethical Considerations', 'Machine Learning Algorithms', 'Data Engineering', 'Curiosity', 'Big Data Technologies', 'Collaboration', 'Programming', 'Market Analysis', 'IoT Integration', 'Presentation Skills', 'Data-Driven Decision Making', 'Algorithm Development', 'Creativity', 'Database Management', 'API Development', 'Cloud Computing', 'Critical Thinking', 'Communication', 'Attention to Detail']"
446416930,Laura,Potts,Laura.Potts000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,14,30000,High,2.88,Low,FALSE,"['Data Visualization', 'Data Engineering', 'Software Engineering Principles', 'Database Management', 'IoT Integration', 'Collaboration', 'Presentation Skills', 'Ethical Considerations', 'Adaptability', 'Data Preprocessing', 'Communication', 'Business Acumen', 'Deep Learning', 'Data Analysis']"
330795765,Lisa,Davis,Lisa.Davis000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,14,30000,High,3.55,High,FALSE,"['Curiosity', 'Robotics', 'DevOps', 'Collaboration', 'Programming', 'Communication', 'Programming Languages', 'Business Acumen', 'Algorithm Development', 'Model Training and Evaluation', 'Natural Language Processing (NLP)', 'Adaptability', 'Critical Thinking', 'Computer Vision']"
480363707,Gary,Velez,Gary.Velez000@mymdc.net,Applied Artificial Intelligence,AI Engineer,13,30000,High,3.78,High,FALSE,"['Leadership', 'Big Data Technologies', 'Project Management', 'Algorithm Development', 'Ethical Considerations', 'Problem-Solving', 'Adaptability', 'Critical Thinking', 'Model Training and Evaluation', 'API Development', 'Natural Language Processing (NLP)', 'Database Management', 'Collaboration']"
423604203,Glenn,Collins,Glenn.Collins000@mymdc.net,Applied Artificial Intelligence,AI Engineer,2,30000,High,2.63,Low,FALSE,"['API Development', 'Programming']"
626201412,Jennifer,Mayer,Jennifer.Mayer000@mymdc.net,Data Analytics,Data Scientist,36,85981,High,3.56,High,TRUE,"['DevOps', 'Big Data Technologies', 'Programming', 'Market Analysis', 'Programming Languages', 'Leadership', 'IoT Integration', 'Cloud Computing', 'Edge Computing', 'Communication', 'AI Ethics and Governance', 'Data Visualization', 'Data Analysis', 'Machine Learning Algorithms', 'Natural Language Processing (NLP)', 'Critical Thinking', 'Curiosity', 'Ethical Considerations', 'Data Engineering', 'ETL Processes', 'Data Preprocessing', 'Problem-Solving', 'Collaboration', 'Database Management', 'Computer Vision', 'Deep Learning', 'Algorithm Development', 'Data-Driven Decision Making', 'Project Management', 'Business Acumen', 'Presentation Skills', 'Adaptability', 'Model Training and Evaluation', 'AI Frameworks and Libraries', 'API Development', 'Creativity']"
192335256,Mary,Jones,Mary.Jones000@mymdc.net,Applied Artificial Intelligence,AI Engineer,38,85174,High,2.96,Low,TRUE,"['Leadership', 'Critical Thinking', 'API Development', 'Machine Learning Algorithms', 'Project Management', 'AI Frameworks and Libraries', 'Presentation Skills', 'Deep Learning', 'Data Preprocessing', 'Communication', 'Model Training and Evaluation', 'Computer Vision', 'Market Analysis', 'Data Visualization', 'Natural Language Processing (NLP)', 'Adaptability', 'Cloud Computing', 'Attention to Detail', 'Algorithm Development', 'Edge Computing', 'AI Ethics and Governance', 'Curiosity', 'Collaboration', 'Data-Driven Decision Making', 'Data Engineering', 'Creativity', 'Ethical Considerations', 'Business Acumen', 'Database Management', 'Robotics', 'Programming', 'IoT Integration', 'DevOps', 'Problem-Solving', 'Programming Languages', 'ETL Processes', 'Data Analysis', 'Software Engineering Principles']"
562133880,Brittany,Davies,Brittany.Davies000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,36,96024,High,2.36,Very Low,TRUE,"['Business Acumen', 'Curiosity', 'Data-Driven Decision Making', 'Critical Thinking', 'Communication', 'Adaptability', 'Leadership', 'Programming', 'IoT Integration', 'Ethical Considerations', 'Creativity', 'AI Frameworks and Libraries', 'Attention to Detail', 'Market Analysis', 'Big Data Technologies', 'Problem-Solving', 'Data Analysis', 'ETL Processes', 'Data Engineering', 'Cloud Computing', 'Algorithm Development', 'Collaboration', 'Deep Learning', 'Project Management', 'Database Management', 'API Development', 'Software Engineering Principles', 'Programming Languages', 'Model Training and Evaluation', 'Natural Language Processing (NLP)', 'DevOps', 'Data Preprocessing', 'Presentation Skills', 'Robotics', 'Edge Computing', 'Machine Learning Algorithms']"
958832445,John,Harris,John.Harris000@mymdc.net,Data Analytics,Marketing Analyst,8,86736,High,3.88,High,TRUE,"['Market Analysis', 'Machine Learning Algorithms', 'Curiosity', 'AI Ethics and Governance', 'Big Data Technologies', 'Programming Languages', 'Communication', 'Problem-Solving']"
319607568,Krista,Jones,Krista.Jones000@mymdc.net,Data Analytics,Data Analyst,30,30000,High,3.97,High,FALSE,"['ETL Processes', 'Business Acumen', 'Database Management', 'Leadership', 'API Development', 'Market Analysis', 'Collaboration', 'Robotics', 'Deep Learning', 'AI Ethics and Governance', 'Data Engineering', 'Data Visualization', 'AI Frameworks and Libraries', 'Programming', 'Creativity', 'Computer Vision', 'Data Analysis', 'Algorithm Development', 'Natural Language Processing (NLP)', 'Project Management', 'Ethical Considerations', 'Data Preprocessing', 'IoT Integration', 'Big Data Technologies', 'Adaptability', 'Programming Languages', 'Presentation Skills', 'Data-Driven Decision Making', 'Critical Thinking', 'Attention to Detail']"
652578523,Hannah,Bryant,Hannah.Bryant000@mymdc.net,Data Analytics,Business Intelligence Analyst,3,30000,High,3.3,Medium,FALSE,"['Presentation Skills', 'Collaboration', 'Data Engineering']"
140203889,Robert,Khan,Robert.Khan000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,1,30000,High,2.27,Very Low,FALSE,['Leadership']
209702693,Lauren,Murray,Lauren.Murray000@mymdc.net,Data Analytics,Data Scientist,37,30000,High,3.27,Medium,FALSE,"['Collaboration', 'Cloud Computing', 'Business Acumen', 'Project Management', 'DevOps', 'Ethical Considerations', 'API Development', 'Deep Learning', 'Programming Languages', 'Programming', 'Creativity', 'Presentation Skills', 'Natural Language Processing (NLP)', 'ETL Processes', 'Model Training and Evaluation', 'Curiosity', 'Data Preprocessing', 'Data Analysis', 'Market Analysis', 'Software Engineering Principles', 'Problem-Solving', 'Attention to Detail', 'Database Management', 'Communication', 'Data Visualization', 'Data-Driven Decision Making', 'IoT Integration', 'Machine Learning Algorithms', 'Big Data Technologies', 'Data Engineering', 'Computer Vision', 'Edge Computing', 'AI Ethics and Governance', 'Algorithm Development', 'AI Frameworks and Libraries', 'Critical Thinking', 'Adaptability']"
640445790,Samantha,Branch,Samantha.Branch000@mymdc.net,Applied Artificial Intelligence,AI Engineer,29,105584,High,2.06,Very Low,TRUE,"['Presentation Skills', 'AI Frameworks and Libraries', 'Deep Learning', 'Cloud Computing', 'IoT Integration', 'Project Management', 'DevOps', 'Algorithm Development', 'Database Management', 'AI Ethics and Governance', 'Edge Computing', 'Market Analysis', 'Software Engineering Principles', 'Problem-Solving', 'Data-Driven Decision Making', 'Computer Vision', 'Creativity', 'Leadership', 'Attention to Detail', 'Programming', 'Business Acumen', 'Machine Learning Algorithms', 'API Development', 'Big Data Technologies', 'Curiosity', 'Data Preprocessing', 'Data Engineering', 'Robotics', 'Communication']"
620416607,Darlene,Day,Darlene.Day000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,7,102598,High,2.33,Very Low,TRUE,"['Programming', 'Collaboration', 'Creativity', 'Data Engineering', 'Communication', 'Algorithm Development', 'AI Ethics and Governance']"
690689529,Anthony,Moore,Anthony.Moore000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,5,100368,High,2.18,Very Low,TRUE,"['IoT Integration', 'Business Acumen', 'Robotics', 'Cloud Computing', 'Leadership']"
678944605,Deborah,Welch,Deborah.Welch000@mymdc.net,Data Analytics,Marketing Analyst,3,77429,Medium,2.96,Low,TRUE,"['ETL Processes', 'Curiosity', 'Creativity']"
985124425,Marvin,Mcconnell,Marvin.Mcconnell000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,24,30000,High,3.1,Medium,FALSE,"['Programming', 'Presentation Skills', 'Natural Language Processing (NLP)', 'API Development', 'Critical Thinking', 'Leadership', 'Data Analysis', 'Cloud Computing', 'ETL Processes', 'Problem-Solving', 'Data Visualization', 'Machine Learning Algorithms', 'Model Training and Evaluation', 'Market Analysis', 'Curiosity', 'Adaptability', 'Data Preprocessing', 'Software Engineering Principles', 'AI Ethics and Governance', 'Edge Computing', 'Data-Driven Decision Making', 'IoT Integration', 'Data Engineering', 'Communication']"
698716788,Rachel,Bond,Rachel.Bond000@mymdc.net,Data Analytics,Data Scientist,20,30000,High,2.78,Low,FALSE,"['Problem-Solving', 'Natural Language Processing (NLP)', 'Model Training and Evaluation', 'Edge Computing', 'Database Management', 'Cloud Computing', 'Communication', 'AI Ethics and Governance', 'Programming Languages', 'Machine Learning Algorithms', 'Data Analysis', 'Presentation Skills', 'Big Data Technologies', 'Computer Vision', 'Critical Thinking', 'Programming', 'Project Management', 'Creativity', 'API Development', 'Deep Learning']"
459731042,Brandon,Peters,Brandon.Peters000@mymdc.net,Data Analytics,Business Intelligence Analyst,32,86609,High,2.02,Very Low,TRUE,"['Cloud Computing', 'Ethical Considerations', 'Model Training and Evaluation', 'IoT Integration', 'Big Data Technologies', 'Problem-Solving', 'Data-Driven Decision Making', 'Natural Language Processing (NLP)', 'Business Acumen', 'Presentation Skills', 'Machine Learning Algorithms', 'Critical Thinking', 'Edge Computing', 'Attention to Detail', 'Robotics', 'Data Engineering', 'Data Visualization', 'Curiosity', 'Project Management', 'Programming', 'Creativity', 'Deep Learning', 'Market Analysis', 'Computer Vision', 'AI Ethics and Governance', 'Algorithm Development', 'Communication', 'Collaboration', 'AI Frameworks and Libraries', 'Data Preprocessing', 'Adaptability', 'Programming Languages']"
622306853,Michael,Rodriguez,Michael.Rodriguez000@mymdc.net,Data Analytics,Marketing Analyst,13,88077,High,3.05,Medium,TRUE,"['Programming', 'Algorithm Development', 'Problem-Solving', 'Data-Driven Decision Making', 'Data Visualization', 'Business Acumen', 'Edge Computing', 'Software Engineering Principles', 'Robotics', 'Computer Vision', 'Machine Learning Algorithms', 'Data Preprocessing', 'ETL Processes']"
704714463,Brian,Brooks,Brian.Brooks000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,3,99803,High,2.2,Very Low,TRUE,"['DevOps', 'AI Frameworks and Libraries', 'Data Preprocessing']"
278126679,Samuel,Ramos,Samuel.Ramos000@mymdc.net,Data Analytics,Marketing Analyst,29,30000,High,2.99,Low,FALSE,"['Data-Driven Decision Making', 'Robotics', 'Data Visualization', 'Model Training and Evaluation', 'Natural Language Processing (NLP)', 'Communication', 'Data Analysis', 'Project Management', 'ETL Processes', 'Creativity', 'AI Frameworks and Libraries', 'DevOps', 'Machine Learning Algorithms', 'Programming', 'Business Acumen', 'Database Management', 'Edge Computing', 'Software Engineering Principles', 'AI Ethics and Governance', 'Presentation Skills', 'API Development', 'Ethical Considerations', 'Attention to Detail', 'Market Analysis', 'Problem-Solving', 'Adaptability', 'Leadership', 'Collaboration', 'Data Preprocessing']"
243177221,Ashley,Ford,Ashley.Ford000@mymdc.net,Applied Artificial Intelligence,AI Engineer,20,30000,High,2.85,Low,FALSE,"['Cloud Computing', 'Leadership', 'Market Analysis', 'Programming', 'Data Visualization', 'Adaptability', 'ETL Processes', 'Deep Learning', 'Software Engineering Principles', 'Project Management', 'Data Engineering', 'Machine Learning Algorithms', 'Attention to Detail', 'Presentation Skills', 'Problem-Solving', 'Business Acumen', 'Ethical Considerations', 'Programming Languages', 'Computer Vision', 'Algorithm Development']"
108517214,Jessica,Morris,Jessica.Morris000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,33,90611,High,3.06,Medium,TRUE,"['Data-Driven Decision Making', 'Business Acumen', 'Machine Learning Algorithms', 'Problem-Solving', 'Market Analysis', 'Programming', 'Creativity', 'Computer Vision', 'Curiosity', 'Deep Learning', 'Critical Thinking', 'Big Data Technologies', 'Communication', 'IoT Integration', 'Software Engineering Principles', 'API Development', 'Programming Languages', 'Ethical Considerations', 'Model Training and Evaluation', 'Presentation Skills', 'Project Management', 'Collaboration', 'AI Frameworks and Libraries', 'Algorithm Development', 'Data Preprocessing', 'Adaptability', 'Attention to Detail', 'Cloud Computing', 'AI Ethics and Governance', 'ETL Processes', 'Edge Computing', 'Data Visualization', 'Natural Language Processing (NLP)']"
547773425,Jacqueline,Little,Jacqueline.Little000@mymdc.net,Data Analytics,Marketing Analyst,16,84996,High,3.46,Medium,TRUE,"['Collaboration', 'Business Acumen', 'Programming Languages', 'Project Management', 'Data Analysis', 'Presentation Skills', 'Database Management', 'Ethical Considerations', 'Big Data Technologies', 'Algorithm Development', 'Robotics', 'Natural Language Processing (NLP)', 'DevOps', 'Leadership', 'Adaptability', 'ETL Processes']"
868332388,Jorge,Thomas,Jorge.Thomas000@mymdc.net,Data Analytics,Data Analyst,3,30000,High,2.08,Very Low,FALSE,"['ETL Processes', 'Attention to Detail', 'Deep Learning']"
461508567,Troy,Wells,Troy.Wells000@mymdc.net,Data Analytics,Data Analyst,11,30000,High,2.07,Very Low,FALSE,"['Software Engineering Principles', 'Programming Languages', 'Big Data Technologies', 'Algorithm Development', 'Curiosity', 'Machine Learning Algorithms', 'Business Acumen', 'Data-Driven Decision Making', 'Communication', 'Natural Language Processing (NLP)', 'Critical Thinking']"
413133043,Tamara,Smith,Tamara.Smith000@mymdc.net,Data Analytics,Data Analyst,21,30000,High,2.96,Low,FALSE,"['Data Analysis', 'Data Visualization', 'Edge Computing', 'Deep Learning', 'Robotics', 'Programming Languages', 'Database Management', 'Collaboration', 'Data Preprocessing', 'Data Engineering', 'Ethical Considerations', 'API Development', 'Presentation Skills', 'IoT Integration', 'Programming', 'Curiosity', 'DevOps', 'Adaptability', 'Business Acumen', 'Communication', 'Problem-Solving']"
804241108,Robert,Olson,Robert.Olson000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,33,30000,High,2.05,Very Low,FALSE,"['Problem-Solving', 'Natural Language Processing (NLP)', 'Cloud Computing', 'Big Data Technologies', 'Collaboration', 'Model Training and Evaluation', 'Database Management', 'AI Frameworks and Libraries', 'Creativity', 'Project Management', 'API Development', 'Software Engineering Principles', 'Data Engineering', 'ETL Processes', 'DevOps', 'Business Acumen', 'Programming', 'Data-Driven Decision Making', 'Robotics', 'Data Preprocessing', 'Edge Computing', 'Attention to Detail', 'Critical Thinking', 'Ethical Considerations', 'Data Analysis', 'Communication', 'IoT Integration', 'Curiosity', 'AI Ethics and Governance', 'Programming Languages', 'Adaptability', 'Presentation Skills', 'Market Analysis']"
484476438,Michael,Moss,Michael.Moss000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,17,109652,High,2.82,Low,TRUE,"['Creativity', 'Presentation Skills', 'Market Analysis', 'Ethical Considerations', 'Data Preprocessing', 'Big Data Technologies', 'Machine Learning Algorithms', 'Deep Learning', 'Business Acumen', 'Attention to Detail', 'Algorithm Development', 'Data Visualization', 'Natural Language Processing (NLP)', 'ETL Processes', 'Collaboration', 'Adaptability', 'Computer Vision']"
936791559,Cassandra,Ross,Cassandra.Ross000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,33,81968,High,3.78,High,TRUE,"['Computer Vision', 'API Development', 'Data Analysis', 'IoT Integration', 'Attention to Detail', 'Machine Learning Algorithms', 'Cloud Computing', 'Natural Language Processing (NLP)', 'Programming Languages', 'Collaboration', 'Market Analysis', 'Database Management', 'AI Ethics and Governance', 'Deep Learning', 'Adaptability', 'Algorithm Development', 'Business Acumen', 'ETL Processes', 'Curiosity', 'Data Preprocessing', 'Problem-Solving', 'Data Engineering', 'Model Training and Evaluation', 'Project Management', 'Software Engineering Principles', 'Big Data Technologies', 'Data Visualization', 'AI Frameworks and Libraries', 'Data-Driven Decision Making', 'DevOps', 'Programming', 'Creativity', 'Critical Thinking']"
371768950,Timothy,Hutchinson,Timothy.Hutchinson000@mymdc.net,Applied Artificial Intelligence,AI Engineer,38,30000,High,2.07,Very Low,FALSE,"['Market Analysis', 'Cloud Computing', 'DevOps', 'Ethical Considerations', 'Problem-Solving', 'Collaboration', 'Creativity', 'Attention to Detail', 'Database Management', 'Data Preprocessing', 'Big Data Technologies', 'Machine Learning Algorithms', 'Computer Vision', 'Communication', 'Data-Driven Decision Making', 'ETL Processes', 'Algorithm Development', 'Deep Learning', 'Robotics', 'Project Management', 'Adaptability', 'Natural Language Processing (NLP)', 'Software Engineering Principles', 'Data Visualization', 'IoT Integration', 'Business Acumen', 'Critical Thinking', 'Leadership', 'API Development', 'Edge Computing', 'Presentation Skills', 'Data Analysis', 'Model Training and Evaluation', 'AI Ethics and Governance', 'AI Frameworks and Libraries', 'Programming', 'Programming Languages', 'Data Engineering']"
998613626,Lydia,Berg,Lydia.Berg000@mymdc.net,Data Analytics,Data Analyst,12,87866,High,3.16,Medium,TRUE,"['Computer Vision', 'Data Engineering', 'Business Acumen', 'Deep Learning', 'AI Ethics and Governance', 'Critical Thinking', 'Presentation Skills', 'API Development', 'Big Data Technologies', 'AI Frameworks and Libraries', 'Cloud Computing', 'Communication']"
877157702,Thomas,Flores,Thomas.Flores000@mymdc.net,Data Analytics,Business Intelligence Analyst,22,30000,High,3,Low,FALSE,"['Machine Learning Algorithms', 'Algorithm Development', 'Presentation Skills', 'Programming', 'ETL Processes', 'Database Management', 'API Development', 'Data Engineering', 'Model Training and Evaluation', 'Big Data Technologies', 'Problem-Solving', 'Data Preprocessing', 'Deep Learning', 'Programming Languages', 'Communication', 'Natural Language Processing (NLP)', 'Leadership', 'Market Analysis', 'Creativity', 'Data-Driven Decision Making', 'Business Acumen', 'AI Frameworks and Libraries']"
678737486,Christopher,Tate,Christopher.Tate000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,31,30000,High,3.8,High,FALSE,"['Curiosity', 'Data Visualization', 'Database Management', 'Edge Computing', 'Computer Vision', 'Data Analysis', 'Data Preprocessing', 'Adaptability', 'IoT Integration', 'Project Management', 'Big Data Technologies', 'Business Acumen', 'AI Ethics and Governance', 'Model Training and Evaluation', 'Deep Learning', 'Machine Learning Algorithms', 'API Development', 'Ethical Considerations', 'Presentation Skills', 'AI Frameworks and Libraries', 'Problem-Solving', 'Data Engineering', 'Cloud Computing', 'Natural Language Processing (NLP)', 'DevOps', 'Communication', 'Creativity', 'Data-Driven Decision Making', 'Critical Thinking', 'Robotics', 'ETL Processes']"
541414748,Billy,Brown,Billy.Brown000@mymdc.net,Data Analytics,Data Scientist,32,30000,High,2.31,Very Low,FALSE,"['Data Analysis', 'IoT Integration', 'Collaboration', 'Software Engineering Principles', 'Creativity', 'Data Preprocessing', 'API Development', 'Cloud Computing', 'Attention to Detail', 'Leadership', 'Data Engineering', 'Algorithm Development', 'Natural Language Processing (NLP)', 'Critical Thinking', 'Database Management', 'Presentation Skills', 'Project Management', 'AI Ethics and Governance', 'Business Acumen', 'Big Data Technologies', 'Robotics', 'Market Analysis', 'Data-Driven Decision Making', 'Curiosity', 'Deep Learning', 'Computer Vision', 'Programming Languages', 'Data Visualization', 'AI Frameworks and Libraries', 'Problem-Solving', 'Machine Learning Algorithms', 'ETL Processes']"
444735802,Anthony,Davis,Anthony.Davis000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,38,30000,High,3.15,Medium,FALSE,"['Computer Vision', 'Data-Driven Decision Making', 'Business Acumen', 'Software Engineering Principles', 'Programming', 'Natural Language Processing (NLP)', 'Critical Thinking', 'Attention to Detail', 'Deep Learning', 'Edge Computing', 'Model Training and Evaluation', 'Ethical Considerations', 'Communication', 'Programming Languages', 'AI Frameworks and Libraries', 'Problem-Solving', 'Robotics', 'Big Data Technologies', 'Creativity', 'Adaptability', 'API Development', 'Database Management', 'Curiosity', 'Data Engineering', 'AI Ethics and Governance', 'Machine Learning Algorithms', 'Data Preprocessing', 'Data Visualization', 'ETL Processes', 'IoT Integration', 'Collaboration', 'Project Management', 'Cloud Computing', 'Data Analysis', 'DevOps', 'Presentation Skills', 'Market Analysis', 'Leadership']"
966848006,Amy,Porter,Amy.Porter000@mymdc.net,Data Analytics,Data Scientist,22,86657,High,2.05,Very Low,TRUE,"['AI Ethics and Governance', 'Market Analysis', 'Presentation Skills', 'Leadership', 'Attention to Detail', 'Curiosity', 'Cloud Computing', 'Programming', 'Collaboration', 'Programming Languages', 'DevOps', 'Robotics', 'Data Preprocessing', 'Edge Computing', 'Software Engineering Principles', 'Communication', 'Project Management', 'Computer Vision', 'Adaptability', 'Data Visualization', 'Algorithm Development', 'Critical Thinking']"
293487107,Levi,Duran,Levi.Duran000@mymdc.net,Applied Artificial Intelligence,AI Engineer,18,94321,High,2.14,Very Low,TRUE,"['Market Analysis', 'Project Management', 'Big Data Technologies', 'IoT Integration', 'Machine Learning Algorithms', 'AI Frameworks and Libraries', 'Programming', 'Edge Computing', 'Database Management', 'Curiosity', 'ETL Processes', 'Collaboration', 'Data Engineering', 'DevOps', 'Attention to Detail', 'API Development', 'Data-Driven Decision Making', 'Business Acumen']"
844973037,Crystal,Montgomery,Crystal.Montgomery000@mymdc.net,Data Analytics,Business Intelligence Analyst,35,30000,High,2.07,Very Low,FALSE,"['Database Management', 'Business Acumen', 'AI Ethics and Governance', 'ETL Processes', 'Programming Languages', 'Curiosity', 'Critical Thinking', 'Big Data Technologies', 'Leadership', 'AI Frameworks and Libraries', 'Software Engineering Principles', 'Cloud Computing', 'Collaboration', 'Data Engineering', 'IoT Integration', 'Creativity', 'Data-Driven Decision Making', 'Programming', 'Problem-Solving', 'Presentation Skills', 'Model Training and Evaluation', 'Natural Language Processing (NLP)', 'Deep Learning', 'Algorithm Development', 'Robotics', 'DevOps', 'Data Analysis', 'Project Management', 'Market Analysis', 'Computer Vision', 'API Development', 'Adaptability', 'Ethical Considerations', 'Data Preprocessing', 'Attention to Detail']"
276334003,Patricia,Davis,Patricia.Davis000@mymdc.net,Data Analytics,Business Intelligence Analyst,11,69012,Medium,3.74,High,TRUE,"['Programming Languages', 'Edge Computing', 'DevOps', 'ETL Processes', 'Project Management', 'Collaboration', 'Curiosity', 'Software Engineering Principles', 'Data Preprocessing', 'Deep Learning', 'Robotics']"
411551712,Matthew,Garcia,Matthew.Garcia000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,33,30000,High,3.13,Medium,FALSE,"['Natural Language Processing (NLP)', 'Communication', 'Edge Computing', 'Programming Languages', 'AI Frameworks and Libraries', 'Data Analysis', 'Adaptability', 'Data Visualization', 'Curiosity', 'Data Engineering', 'Leadership', 'Model Training and Evaluation', 'Critical Thinking', 'Machine Learning Algorithms', 'Project Management', 'Deep Learning', 'Software Engineering Principles', 'Market Analysis', 'Computer Vision', 'Data-Driven Decision Making', 'Creativity', 'Business Acumen', 'Programming', 'Big Data Technologies', 'Robotics', 'Collaboration', 'Presentation Skills', 'Problem-Solving', 'ETL Processes', 'Database Management', 'Cloud Computing', 'DevOps', 'Ethical Considerations']"
917605448,Paul,Cole,Paul.Cole000@mymdc.net,Data Analytics,Data Analyst,13,67752,Medium,3.09,Medium,TRUE,"['Presentation Skills', 'Machine Learning Algorithms', 'Algorithm Development', 'Data-Driven Decision Making', 'Model Training and Evaluation', 'Communication', 'Business Acumen', 'Database Management', 'Data Analysis', 'Data Engineering', 'IoT Integration', 'DevOps', 'Edge Computing']"
714387942,Brian,Garcia,Brian.Garcia000@mymdc.net,Data Analytics,Marketing Analyst,8,65045,Medium,2.86,Low,TRUE,"['Machine Learning Algorithms', 'Data Preprocessing', 'Programming', 'Database Management', 'Cloud Computing', 'Creativity', 'API Development', 'Big Data Technologies']"
